1.22,2.44,58.54,0,0,0,0,0,0,37.8
0,0,85.37,2.44,0,0,0,0,0,12.2
0,0,48.81,4.76,0,1.19,0,0,0,45.24
0,1.18,98.82,0,0,0,0,0,0,0
0,0,70,0,0,0,0,0,0,30
0,3.37,78.65,0,0,0,0,0,0,17.98
7.29,0,92.71,0,0,0,0,0,0,0
5.38,0,93.55,0,0,0,0,0,0,1.08
0,78.49,21.51,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
0,75.53,24.47,0,0,0,0,0,0,0
7,0,92,0,0,1,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
1,44,55,0,0,0,0,0,0,0
11.7,0,88.3,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
4.12,25.77,70.1,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6.12,0,93.88,0,0,0,0,0,0,0
29,0,71,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
3.03,0,96.97,0,0,0,0,0,0,0
5.1,0,94.9,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
5.94,0,93.07,0,0,0,0,0,0,0.99
6.12,0,93.88,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
