3,0,93,3,0,0,0,0,0,1
3.09,0,80.41,0,0,0,0,0,0,16.49
6.12,0,72.45,0,0,0,0,0,0,21.43
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
10,0,90,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
6.12,0,93.88,0,0,0,0,0,0,0
9.09,0,90.91,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
2.02,0,97.98,0,0,0,0,0,0,0
1.01,0,98.99,0,0,0,0,0,0,0
1,0,99,0,0,0,0,0,0,0
1.98,0,98.02,0,0,0,0,0,0,0
1,0,99,0,0,0,0,0,0,0
5.05,0,92.93,0,0,0,0,0,0,2.02
6,0,90,0,0,0,0,0,0,4
5.05,0,92.93,0,0,0,0,0,0,2.02
8.08,0,91.92,0,0,0,0,0,0,0
9.09,0,90.91,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
3.96,0,96.04,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
9.09,0,90.91,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
6.12,0,93.88,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4,14,82,0,0,0,0,0,0,0
7.07,6.06,86.87,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
2.97,51.49,45.54,0,0,0,0,0,0,0
4.85,0,95.15,0,0,0,0,0,0,0
3.92,39.22,56.86,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
1.01,15.15,83.84,0,0,0,0,0,0,0
3.06,40.82,56.12,0,0,0,0,0,0,0
9.9,0,90.1,0,0,0,0,0,0,0
7,57,36,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
30.69,0,69.31,0,0,0,0,0,0,0
4.85,0,95.15,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
5.21,0,94.79,0,0,0,0,0,0,0
4.12,0,95.88,0,0,0,0,0,0,0
7.22,0,92.78,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
2.02,0,97.98,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
1,0,99,0,0,0,0,0,0,0
2.02,0,97.98,0,0,0,0,0,0,0
1.01,0,98.99,0,0,0,0,0,0,0
6.06,0,87.88,0,0,0,0,0,0,6.06
4.04,0,90.91,0,0,0,0,0,0,5.05
8,0,88,0,0,0,0,0,0,4
3.96,0,96.04,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
3.09,0,96.91,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
3.03,0,96.97,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
8.08,0,91.92,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7.84,0,92.16,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4.08,0,95.92,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
2.97,0,97.03,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
2,0,98,0,0,0,0,0,0,0
3.03,0,96.97,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4,0,93,0,0,0,0,0,0,3
4.04,0,92.93,0,0,0,0,0,0,3.03
4.95,0,94.06,0,0,0,0,0,0,0.99
7.07,0,92.93,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
3.03,0,96.97,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
5.21,0,94.79,0,0,0,0,0,0,0
5.1,0,94.9,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
