7.07,0,92.93,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
3.96,0,96.04,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
16,0,84,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
8.08,0,91.92,0,0,0,0,0,0,0
9.8,0,90.2,0,0,0,0,0,0,0
6.06,0,93.94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
10,0,90,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
