7.92,0,91.09,0,0,0,0,0,0,0.99
7.14,0,90.82,0,0,0,0,0,0,2.04
6.93,0,93.07,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
7.92,0,92.08,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
11,0,89,0,0,0,0,0,0,0
9,0,91,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
4.95,0,94.06,0,0,0,0,0,0,0.99
9.09,0,87.88,0,0,0,0,0,0,3.03
4.04,0,95.96,0,0,0,0,0,0,0
9.9,0,90.1,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
4.04,0,95.96,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
7.07,0,92.93,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
8.08,0,91.92,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5.94,0,94.06,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
8,0,92,0,0,0,0,0,0,0
3.96,0,96.04,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
5.05,0,94.95,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
4.95,0,95.05,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
4,0,96,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
4.95,0,93.07,0,0,0,0,0,0,1.98
3,0,96,0,0,0,0,0,0,1
5.05,0,94.95,0,0,0,0,0,0,0
5,0,95,0,0,0,0,0,0,0
3,0,97,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
6.93,0,93.07,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
7,0,93,0,0,0,0,0,0,0
6,0,94,0,0,0,0,0,0,0
